episode,environment_steps,epsilon,episode_reward,moving_average_reward_20,mean_abs_td_error,visited_states,state_coverage_pct,visited_full_states,full_state_coverage_pct,greedy_policy_changes,mean_kp,mean_ki,final_kp,final_ki,validation_baseline_objective,validation_learned_objective,deployment_accepted,checkpoint_validation_objective,best_checkpoint_validation_objective,fit_scenarios,validation_scenarios,selected_policy_family
80.0,19200.0,0.22366666666666668,-161.0309098588179,-132.57737742113767,3.5440175598881916,25.0,100.0,43.0,57.333333333333336,10.0,0.5072537716369973,0.0036915151295286047,0.5529049845772759,0.003936203995508162,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
81.0,19440.0,0.22333333333333333,-35.31508712399808,-131.2713628286359,0.9285787123570222,25.0,100.0,43.0,57.333333333333336,4.0,0.48666363219291053,0.0035499589849782485,0.39504668585507324,0.004016124880632754,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
82.0,19680.0,0.223,-42.981388557430606,-130.06608675700937,1.1670190462996903,25.0,100.0,43.0,57.333333333333336,7.0,0.5475286233251391,0.003792167440902628,0.626812439294489,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
83.0,19920.0,0.22266666666666668,-47.246909111354306,-130.65142542396947,1.38791357551038,25.0,100.0,43.0,57.333333333333336,4.0,0.5656100000223115,0.003940345286233664,0.6734348521345749,0.00404959258797136,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
84.0,20160.0,0.22233333333333333,-20.11343752002661,-125.92457505302949,0.41899293294970236,25.0,100.0,43.0,57.333333333333336,3.0,0.5836139786118238,0.003834563658556735,0.5180268093342884,0.003644633329174224,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
85.0,20400.0,0.222,-65.28338283027742,-127.8629420567524,1.9170119867963897,25.0,100.0,43.0,57.333333333333336,6.0,0.5197982278238097,0.0037515187066265846,0.5180268093342884,0.0030425188489642064,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
86.0,20640.0,0.22166666666666668,-66.83902844036632,-126.49400183191304,1.8984231698974712,25.0,100.0,43.0,57.333333333333336,7.0,0.48323603645953445,0.004017829217394422,0.5180268093342884,0.004462360978480837,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
87.0,20880.0,0.22133333333333333,-135.57352110152127,-130.78245594444127,2.894430598373114,25.0,100.0,43.0,57.333333333333336,7.0,0.5465626398932235,0.003611145902510328,0.5180268093342884,0.0030425188489642064,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
88.0,21120.0,0.221,-51.309436237582545,-120.87963932537805,1.295607705196093,25.0,100.0,43.0,57.333333333333336,5.0,0.5168387785212089,0.004087739529567432,0.5128465412409455,0.004016124880632754,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
89.0,21360.0,0.22066666666666668,-168.38147064712956,-107.10256481181966,3.631929600618618,25.0,100.0,43.0,57.333333333333336,6.0,0.5343602054248237,0.0038752188243795665,0.5128465412409455,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
